rsi,currentADX,prevADX,rvol,atrPercentage,upperWick,lowerWick,bodySize,isWhipsaw,directionIntent,target_win
58.9626,31.1014,33.1756,2.5718,0.9187,0.5200,1.0900,0.6300,0,1,0
53.0386,18.0184,19.2578,1.5907,1.1964,1.7100,1.6700,0.7900,0,1,0
50.9129,13.0238,13.7931,1.7047,1.1405,0.6100,1.2600,3.7200,0,1,0
34.7703,19.0491,17.8173,1.3281,1.5351,1.7400,1.6900,1.8300,0,-1,1
25.8795,31.1949,29.0998,3.1510,0.9341,0.2100,0.4800,2.0600,1,-1,0
49.9934,18.1037,19.2744,0.8389,0.8909,0.9000,0.0100,0.3000,0,-1,0
59.8063,15.0572,15.0045,0.8296,0.8088,0.5000,0.1600,2.6400,0,1,0
36.4084,15.3858,14.3455,0.9220,0.6402,0.0200,0.1100,1.8400,0,-1,0
54.0441,16.1803,17.2971,0.4023,0.6724,0.1300,0.3200,2.0200,0,-1,0
62.5506,13.4696,12.5818,0.9859,0.6911,0.5100,0.0700,0.8800,0,1,1
68.5937,32.7090,31.1810,3.1295,0.7471,0.9300,0.2300,1.3200,0,1,0
47.5916,36.0757,37.8208,1.9351,1.0510,0.7500,0.3000,3.0900,0,1,0
36.7367,15.9053,15.1319,0.5703,0.7238,0.1000,0.3600,2.1500,0,-1,1
23.6712,31.0482,28.9031,0.5773,0.8246,0.1100,0.0700,1.8400,1,-1,0
45.2758,34.0776,35.3910,0.6638,0.7826,0.0900,0.4300,0.3900,0,-1,0
68.2930,19.5000,17.4696,1.9737,0.5135,0.4300,0.2900,1.2000,0,1,0
45.4280,19.6349,20.9953,2.2347,0.5608,0.2200,0.6200,0.4400,0,1,1
68.3026,30.2428,28.6009,1.4179,0.5973,0.1600,0.0500,1.0100,0,1,1
70.1761,41.5653,40.6605,1.6514,0.5075,0.3100,0.1000,0.8800,0,1,1
81.0769,49.6358,47.7991,2.5361,0.5568,0.2700,0.1200,1.3600,0,1,0
52.1114,43.3280,45.3257,1.1506,0.4564,0.0300,0.1300,0.7700,1,1,0
39.0035,33.5716,34.4517,1.5847,0.4687,0.3800,0.1400,1.6500,0,-1,1
24.0402,30.1331,27.9320,1.3321,0.5075,0.3000,0.2400,1.5600,0,-1,0
48.3274,32.6282,33.9728,1.2190,0.7004,0.0200,0.1200,1.6300,0,-1,0
50.1847,20.7766,21.2927,0.8125,0.5354,0.2800,0.4200,0.2100,0,-1,1
22.4069,24.3287,21.6887,3.9390,0.7040,0.0800,0.6600,2.8000,0,-1,0
45.3507,27.7337,29.1603,1.4874,0.8830,1.8100,0.5800,1.6000,0,-1,0
65.1398,23.0752,23.1111,0.5830,0.9892,0.0200,0.2500,1.9400,0,1,0
45.1774,23.8255,24.7904,1.5562,1.0313,0.0200,0.7800,2.7400,1,1,1
62.9544,27.9186,26.4607,0.9612,0.7062,0.4700,0.0900,0.5500,1,1,0
46.8033,23.5200,24.6476,3.1070,0.7794,0.2000,0.0800,3.1800,0,1,0
41.8798,20.3398,20.9393,0.7643,0.9396,0.3800,0.8800,0.3000,0,-1,0
64.7753,20.1530,18.8890,1.3975,0.5354,0.1000,0.1000,2.0100,0,1,0
52.6128,21.4517,22.4897,0.8822,0.5600,0.0000,0.4400,1.1800,0,1,1
63.2508,20.8912,19.7175,1.1729,0.4817,1.1600,0.2200,0.1100,1,1,0
37.2168,22.2009,22.6878,0.7523,0.4884,0.0000,0.0100,1.2200,0,-1,1
23.8129,30.3341,27.9519,3.0291,0.5202,0.2900,0.6900,1.0000,0,-1,1
28.3005,39.1765,38.9101,1.4699,0.6288,0.3400,0.1000,0.5000,0,-1,0
54.1201,27.3355,28.2794,1.1925,0.6619,0.2200,0.1400,0.4900,0,-1,1
30.3141,24.5138,23.0983,1.6363,0.5795,0.2900,0.3900,0.4900,0,-1,0
54.3269,18.6223,19.8084,0.2195,0.4745,0.3300,0.0900,0.4400,0,1,0
30.2372,17.5751,15.0153,11.9447,0.7341,0.8900,0.3500,6.1000,1,-1,0
39.7241,30.3312,29.1164,1.0072,1.0289,0.4600,0.0200,1.9200,0,-1,0
56.8866,26.2496,27.4860,0.7566,1.0846,1.1400,0.0600,0.8300,1,-1,0
62.7905,19.2408,18.2774,1.2525,0.6366,0.2800,0.5100,0.7100,0,1,1
78.9560,31.3009,28.6134,3.4466,0.4196,0.2900,0.2300,1.5600,0,1,0
55.9339,39.4932,40.9100,1.0930,0.5551,0.1700,0.0700,1.0900,0,1,0
40.4157,31.0490,31.8970,0.6108,0.5671,0.3900,0.3700,0.0400,0,-1,0
60.8314,22.1636,22.2471,1.0246,0.5959,0.2900,0.0100,2.0100,0,1,0
50.3616,23.8224,22.5530,4.1918,0.7146,2.4900,0.2000,1.3100,0,1,1
73.1714,41.0232,38.6268,2.3427,0.9329,0.2800,0.2300,1.6900,0,1,0
42.7432,30.5351,31.7099,1.3695,0.5628,0.0000,0.6200,1.3700,1,1,0
38.3580,27.2852,26.4606,1.2879,0.6036,0.6800,0.9300,0.0800,0,-1,0
51.7299,32.5162,34.2797,0.4911,0.5438,0.1600,0.0100,1.0800,0,-1,1
30.9001,29.1053,27.7989,1.7058,0.3723,0.2200,0.1100,0.7700,0,-1,0
46.4844,33.9709,35.0536,0.7824,0.3905,0.0900,0.2300,0.3300,1,-1,0
58.2196,15.5945,15.5707,1.7115,0.3394,0.4200,0.1900,0.4700,0,1,0
41.6432,14.5754,13.7429,5.4582,0.3602,0.1200,0.5100,0.8500,1,1,0
43.3402,22.0491,20.5576,0.4414,0.3755,0.0500,0.3000,0.3000,0,-1,0
65.5429,16.7455,15.9108,0.7649,0.3193,0.3000,0.0900,0.2600,0,1,0
42.7733,15.8233,15.8338,2.7627,0.3285,0.0100,0.1600,0.8300,0,1,0
28.4643,34.4245,32.4320,5.3179,0.3170,0.0000,0.0800,1.1600,1,-1,1
35.3988,41.8412,40.6853,3.0217,0.4976,1.0500,0.9800,0.3400,1,-1,0
40.5330,46.3445,46.8990,1.1096,0.5563,0.6700,0.0000,0.3400,1,-1,0
30.7791,47.7641,46.5101,3.9071,0.6096,0.2100,1.1100,1.2000,0,-1,1
19.4606,43.2949,40.8932,4.6017,0.6490,0.1100,0.3400,2.6700,0,-1,0
42.0596,47.5097,48.4976,0.9941,0.7699,0.0400,0.0000,1.5900,0,-1,0
50.0629,38.4529,41.2594,0.2244,0.6659,0.1800,0.4200,0.2200,0,-1,1
30.1317,22.1681,20.8439,2.3362,0.7748,0.0600,0.3700,1.4000,0,-1,0
45.9073,30.8872,33.0782,0.6428,0.7853,0.9300,0.1200,0.2500,0,-1,1
25.1273,17.5125,15.1465,2.7807,0.6449,0.3200,0.0200,1.6600,0,-1,0
18.9298,26.0640,22.8200,3.0823,0.7852,0.5000,0.3400,2.4700,0,-1,0
12.5807,33.4183,29.6958,3.3105,1.0962,0.3500,1.9600,2.6000,0,-1,0
38.4467,51.3202,52.3542,1.1116,1.5067,0.4100,0.3700,2.9600,1,-1,0
56.6824,19.5099,18.2063,2.0204,1.2162,3.1300,0.8400,1.0300,0,1,0
32.7250,26.8509,26.3510,1.5529,0.7139,0.1100,0.6100,0.8000,0,-1,0
55.1933,19.5916,20.2809,2.0374,0.6590,0.0600,0.3000,1.1800,0,-1,0
68.7045,24.3623,22.9374,2.7561,0.5823,0.2000,0.0700,1.5000,0,1,0
59.8515,36.7365,38.5723,1.5441,0.5888,0.2200,0.6400,0.3500,0,1,0
44.5935,29.6813,31.1532,1.1213,0.6121,0.2000,0.2500,1.0500,0,1,0
37.3016,26.6368,26.4995,1.0214,0.7664,0.3000,0.5000,0.9500,0,-1,0
60.2384,19.5647,19.9894,0.9066,0.9612,0.1400,0.4100,2.2800,1,1,0
40.0883,14.9484,15.0791,1.4236,0.7719,0.6700,0.1200,1.0000,0,-1,0
66.8329,15.4371,13.3161,1.3122,0.6743,0.2600,0.0400,1.3200,0,1,0
49.0353,33.0997,34.3416,0.4651,0.4967,0.4700,0.1400,0.4500,0,1,1
68.2330,35.8060,33.7748,1.0576,0.4918,1.0400,0.1000,0.0700,0,1,0
69.8588,36.8884,36.1693,1.7596,0.6384,0.1000,0.0400,2.2900,0,1,0
47.3761,35.6248,37.9427,0.9065,0.8082,0.3100,0.9700,0.7600,1,1,0
46.8459,19.4184,20.8258,1.4076,0.4885,0.0900,0.2300,0.2400,0,1,0
42.7334,17.7094,18.2681,0.3083,0.4420,0.3300,0.1400,0.3500,0,1,0
59.0012,13.4844,12.3554,0.9482,0.5905,0.0000,0.4200,1.0400,0,1,1
79.2257,33.0859,30.3146,3.8962,0.5528,0.0000,0.0400,3.8600,0,1,0
47.6944,32.5603,34.1908,1.7787,0.6233,0.0700,0.1300,1.8800,1,1,0
33.7528,26.9874,26.6361,3.1935,0.8715,0.0500,0.3500,4.0800,0,-1,0
62.0279,34.4924,35.3683,0.8776,0.5897,0.6800,0.1200,0.1800,0,1,0
36.7925,13.1836,12.3132,1.1241,0.3091,0.0300,0.4400,0.3600,0,-1,0
62.0082,22.3998,22.5879,0.4979,0.3157,0.0600,0.0900,0.5900,0,1,0
45.1031,22.2497,23.0267,1.1571,0.3344,0.0500,0.0800,0.7600,0,1,0
30.1613,26.2046,24.1544,5.6983,0.2965,0.0300,0.0200,1.1800,0,-1,0
37.1680,36.4527,35.1541,0.9306,0.3569,0.0800,0.2100,0.6800,0,-1,0
28.8771,41.1679,40.1622,1.5614,0.4333,0.0000,0.0800,1.4400,0,-1,0
44.0318,45.3319,46.8691,0.6991,0.4439,0.2100,0.0700,0.4800,0,-1,0
51.2217,26.0842,27.3504,1.5722,0.3514,0.2800,0.4800,0.1000,0,-1,0
30.5289,25.4986,24.4983,1.4494,0.7543,0.3300,0.2100,0.4800,0,-1,1
15.4691,37.0033,34.7938,3.0678,0.9370,0.2300,1.2000,2.1500,1,-1,0
47.2579,33.4500,35.6821,2.0669,0.8510,0.7800,0.0900,0.3300,0,-1,1
26.4422,25.7102,23.0848,6.6756,1.0766,0.1700,1.8700,1.7700,0,-1,1
29.2907,41.4072,40.3252,2.4645,1.4458,1.0100,1.1600,4.1200,0,-1,0
28.3396,48.2972,46.1206,2.2796,2.2138,1.2300,5.7100,1.0100,0,-1,0
67.3714,20.2681,19.0662,1.8339,1.5981,1.3400,0.4200,3.3000,0,1,0
29.8025,21.7068,20.2357,2.2269,0.6114,0.2200,0.3300,0.8200,0,-1,0
45.3869,38.6945,40.1389,2.7637,0.9271,0.5600,0.4100,2.2000,0,-1,1
27.3698,34.6952,32.7521,1.2365,1.1460,0.7000,0.6600,0.5100,0,-1,0
50.5722,35.9624,38.3766,0.6942,1.5159,0.5600,0.5000,1.3600,0,-1,0
62.2033,28.1191,27.0872,0.7155,0.9861,0.1700,0.2900,0.5700,0,1,0
37.2311,20.7049,20.5145,1.9243,0.8972,0.2600,0.3600,1.6500,1,-1,0
51.5529,21.3230,22.6332,1.6061,1.0069,0.1300,0.3900,1.7000,0,-1,1
21.1846,19.1311,15.5365,3.3173,0.8976,0.1000,0.5300,5.0700,0,-1,1
24.1036,42.8632,40.9488,1.6125,1.6708,0.4400,0.1500,1.4800,0,-1,0
56.3305,37.1356,39.1015,0.4299,1.2759,0.6000,0.1300,1.1400,1,1,1
72.9294,29.2009,27.3833,1.9106,1.0164,0.4600,0.3800,1.3700,0,1,0
77.4578,35.8877,33.2910,3.7828,1.3351,0.5800,0.5200,4.2000,0,1,0
83.1509,44.0760,41.4153,1.7828,1.6656,0.7200,0.0000,3.2900,0,1,0
36.6122,19.2896,19.4830,0.8194,0.7087,0.3900,0.1600,0.2600,0,-1,1
22.0104,29.1488,27.1833,1.0643,0.5893,0.0900,0.1500,0.6900,0,-1,0
42.6080,31.5635,32.8161,1.0697,0.5811,0.2800,0.0500,0.4200,0,-1,0
49.9164,26.7777,28.8244,1.3459,0.7255,0.5200,0.2700,0.6200,1,-1,0
71.8231,18.7366,15.9133,2.5677,0.5213,0.0900,0.2100,1.5300,0,1,1
70.7293,35.3545,33.6221,0.9003,0.7869,0.0200,0.0000,1.8100,0,1,0
52.6167,34.4913,36.0421,1.4112,0.7689,0.1200,0.2500,0.4400,0,1,0
38.5439,15.2988,14.5953,1.6319,0.5704,0.2300,0.0900,0.6300,0,-1,0
81.0486,30.3269,26.9533,12.0894,1.3543,2.6800,0.0500,15.4200,1,1,0
82.3330,37.2366,33.8491,4.8860,2.2123,1.8900,0.3700,10.1200,1,1,0
78.5796,49.1417,47.1576,1.7396,3.4812,4.6400,1.1500,2.5300,0,1,0
19.9930,34.6458,31.9353,2.5438,0.9049,0.0000,0.2400,3.5100,0,-1,0
50.2524,47.2307,49.1334,0.7611,1.1019,0.0600,0.2800,2.0300,1,-1,0
59.9936,33.1675,34.5091,1.2485,0.9910,0.3100,0.1200,1.2900,0,1,0
52.2024,28.3670,30.5448,1.2907,1.1601,1.4500,1.4700,0.0600,0,1,0
32.8902,29.0520,27.6460,5.8079,1.5417,0.2600,3.6700,2.8500,0,-1,1
15.1081,45.0074,42.9938,3.0040,1.6763,0.5500,0.8100,2.8400,0,-1,0
11.9023,51.0199,48.8548,2.6156,1.9792,1.1300,2.2300,3.0700,0,-1,0
64.1490,16.6780,14.8228,5.2586,1.4677,2.7900,0.2500,3.6200,0,1,0
47.7724,17.4994,18.0132,1.6913,2.3674,0.0400,2.6100,1.9600,0,-1,0
65.9498,18.7516,17.3241,1.3361,1.6415,1.0100,0.1400,2.6500,1,1,0
37.0841,25.3478,24.8672,1.4494,1.0088,0.3200,0.4600,0.6100,0,-1,0
56.7017,22.3187,20.8733,1.3255,1.1363,1.0300,0.1100,0.4800,1,1,1
67.3823,29.5313,28.4365,1.2985,0.6581,0.3800,0.1100,2.1900,1,1,0
47.3227,35.9917,37.7918,2.7706,0.8410,0.0100,0.1900,1.1800,0,1,0
37.9097,26.9470,27.1568,3.5331,0.8676,0.3600,0.8500,0.9600,1,-1,0
52.2701,23.8129,24.7417,0.7403,1.0291,1.0200,0.2200,0.4400,0,-1,1
28.9888,25.0511,23.6887,0.5926,1.1228,0.0700,0.3900,0.9000,0,-1,1
26.2559,19.4876,16.6777,4.3618,1.1569,0.1700,0.8100,3.0200,1,-1,0
38.1418,26.8480,26.4777,0.6235,1.2861,0.4900,0.2100,0.3500,0,-1,0
64.0962,25.1387,24.1288,0.9302,0.5772,0.5700,0.0500,0.5000,0,1,0
48.8874,26.4173,27.5586,5.3895,0.7111,0.0100,0.2300,1.6600,0,1,0
57.8062,18.2168,16.7225,2.5303,0.6770,1.3200,0.4800,1.0500,0,-1,0
67.1056,24.7088,23.1739,1.9129,1.1227,0.8100,0.5100,3.5500,0,1,0
48.1272,26.3760,27.1130,1.2067,1.3758,0.6700,0.1500,2.1100,0,1,0
42.5238,20.4547,20.7264,1.0153,1.6182,0.0400,0.8400,0.9100,0,-1,0
62.7694,17.9076,16.9584,0.6837,1.3117,0.2500,0.1600,1.9200,0,1,0
51.0637,22.9746,24.0352,2.2675,1.2762,0.1800,1.3000,0.6400,1,1,0
35.8521,16.7025,16.9992,0.4112,1.4362,0.0200,0.4700,1.1400,0,-1,1
25.6214,42.5827,40.8873,2.5952,0.6830,0.1900,0.2300,0.6000,0,-1,1
23.2058,61.4247,60.6290,1.4232,1.0291,0.0600,0.4800,1.0000,0,-1,0
52.0503,43.3889,44.5482,1.3463,1.2466,0.0500,0.4200,0.9500,0,-1,0
60.3968,13.8979,12.5623,2.2817,0.8627,0.7900,0.1200,2.9600,0,1,0
46.3458,16.0534,16.9638,0.9635,1.0586,0.0200,0.5300,0.6900,0,1,0
41.9206,17.2566,18.1864,1.3870,0.9698,0.5500,0.1800,1.0600,0,-1,0
32.4342,17.7975,16.6647,3.3447,1.1296,0.2200,0.7500,2.4200,0,-1,1
26.1102,36.7526,35.6198,0.8476,1.4743,0.2600,0.5400,2.0600,1,-1,0
51.4276,30.5576,31.4068,1.1350,1.5803,0.2000,0.3400,1.9000,0,-1,0
67.3392,19.2274,17.8973,0.7091,0.9318,0.9300,0.3300,1.1100,0,1,0
46.1353,29.4777,31.4805,1.6851,0.6511,0.0900,0.1000,0.9100,0,1,0
50.4920,26.6010,27.1723,4.2055,0.8755,2.7300,0.1700,1.3600,0,-1,0
58.8510,20.7619,21.0020,1.2357,1.6053,0.1000,0.0500,1.0500,0,-1,0
74.3572,29.1687,26.0222,8.8772,0.9798,2.0100,0.0000,2.8100,0,1,0
49.4643,34.7101,36.5603,1.8853,1.2905,0.4600,0.9200,0.9600,1,1,0
48.9368,22.8271,23.8984,1.4596,0.8142,0.4300,0.4600,0.4400,1,1,0
31.7728,20.3711,18.9817,0.6412,0.8391,0.2500,0.5300,0.3400,0,-1,0
51.5267,30.2891,32.2045,0.4491,0.6523,0.2300,0.0600,0.3100,0,-1,0
56.7515,24.5128,23.6758,0.6001,0.5899,0.6400,0.0300,0.4500,0,1,1
68.7473,39.4076,38.6742,1.3600,0.4444,0.1400,0.0000,0.5400,0,1,1
71.7501,39.0227,37.7572,5.0413,0.5270,0.5400,0.5000,0.7900,0,1,1
84.7100,47.0730,44.6432,4.0412,0.7938,1.3200,0.2400,1.0800,0,1,0
58.3675,45.3387,47.6749,1.2340,0.6326,0.3300,0.4200,0.2300,0,1,0
58.1185,40.1269,40.2351,0.7895,0.6373,0.0900,0.0700,0.3800,0,1,0
36.8406,18.4245,18.5743,0.8238,0.4392,0.2500,0.0800,0.2700,0,-1,0
61.3673,14.5652,12.7301,1.3117,0.3026,0.2200,0.0900,0.2300,0,1,0
59.2720,27.9432,27.2213,1.3698,0.4068,0.2800,0.0000,0.3000,0,1,0
47.8179,24.9799,26.2461,0.4828,0.5477,0.1900,0.1200,0.3200,0,1,0
45.2165,25.2852,25.4791,1.6073,0.4886,0.0600,0.2600,0.6600,0,-1,0
51.7903,20.3499,21.4575,0.4413,0.5246,0.2200,0.1400,0.1400,0,-1,1
28.4436,28.4452,26.5989,3.0347,0.4356,0.1000,0.0300,0.9100,1,-1,0
22.2424,33.3761,30.7496,2.5049,0.5342,0.0300,0.4200,0.8500,0,-1,0
48.3429,46.5162,48.9973,2.6997,0.7041,1.1900,0.0000,1.2000,1,-1,1
29.7017,32.3598,31.6177,1.1363,0.5235,0.0200,0.0800,0.7700,0,-1,0
46.7368,30.0896,31.5107,1.4172,0.5178,0.2300,0.0900,0.2400,0,-1,0
63.7694,24.4545,23.3635,1.1051,0.5818,0.0900,0.1100,0.5900,0,1,0
37.3765,22.3187,21.5435,2.4358,0.4390,0.0000,0.2400,1.0400,1,-1,0
59.7197,18.1557,18.4990,1.2759,0.4960,0.1700,0.0700,0.4500,0,1,0
35.5385,11.5600,10.9861,1.8333,0.6352,0.0900,0.1900,0.9600,1,-1,0
33.6201,11.1190,10.1038,2.2564,0.9599,0.0000,0.1500,1.8700,0,-1,0
66.3879,12.5422,10.9279,2.0339,0.6275,0.1500,0.2100,0.8600,0,1,0
40.4593,12.5451,11.6233,0.9394,0.4327,0.0100,0.1800,0.4500,0,-1,1
33.9847,21.0871,18.9119,2.3986,0.4845,0.1600,0.5600,0.0900,1,-1,1
35.4439,42.4200,42.1785,1.3567,0.5588,0.1800,0.6100,0.2900,1,-1,1
29.1130,34.0771,31.7265,3.3683,0.5210,0.0000,0.4700,0.9100,1,-1,0
51.0548,32.7789,35.0330,0.6240,0.6047,0.1400,0.1900,0.5900,1,-1,0
65.4430,25.1653,23.6272,1.6843,0.3846,0.0400,0.0000,0.6700,0,1,0
53.4744,37.3274,37.8752,0.8175,0.3777,0.0700,0.0000,0.5400,0,1,1
66.6746,27.2224,25.6089,2.2628,0.4742,0.6200,0.0000,0.3200,0,1,1
69.5197,30.8085,28.3190,4.0508,0.5400,0.7400,0.2600,0.5300,0,1,0
50.8057,35.6232,37.0678,1.7574,0.6361,0.0100,0.0600,0.6900,0,1,0
66.3419,34.7180,34.2818,3.1592,0.7363,0.1500,0.1000,1.8100,0,1,0
70.3353,36.6104,35.1230,3.4701,0.9074,0.3000,0.1300,2.0700,1,1,0
52.8995,35.7208,38.3011,1.5231,0.8615,0.7900,1.9200,0.4000,0,1,0
66.4603,31.1034,31.0999,1.8033,1.0496,1.2300,0.1600,1.8800,0,1,0
49.7784,24.0652,25.8368,0.6658,0.6294,0.3900,0.2400,0.0500,0,1,0
27.8700,14.0895,11.6876,4.9326,0.5747,0.0100,0.4200,2.2200,0,-1,0
36.7077,29.9287,29.8047,1.6952,0.7104,0.3000,0.6600,1.4600,1,-1,1
35.4272,22.7430,20.5849,1.3138,0.5594,0.0100,0.4300,0.0300,1,-1,0
47.5483,21.1537,22.0405,0.6374,0.6841,0.4800,0.1000,0.0900,0,-1,0
62.7150,17.9176,16.7198,3.6362,0.6793,1.0200,0.1000,1.9000,1,1,0
48.6744,28.6356,30.2072,0.5631,0.5238,0.0000,0.2600,0.4000,0,1,1
67.7117,16.3681,15.0159,4.1507,0.3882,0.4300,0.0000,0.4200,0,1,0
40.2586,20.4327,20.6328,1.7373,0.4148,0.0200,0.1100,0.8000,0,-1,0
65.0229,21.6489,21.2509,1.8211,0.2804,0.0200,0.0100,0.4600,0,1,0
55.6480,33.5997,33.9138,1.0423,0.3157,0.0200,0.0500,0.4000,0,1,1
77.0347,50.7176,48.7213,5.5352,0.2920,0.1200,0.0400,0.9300,0,1,1
81.7773,60.6114,58.5107,2.4631,0.3730,0.3700,0.0900,0.5100,0,1,0
43.2447,36.7856,39.5388,0.8915,0.4690,0.1400,0.0500,0.7000,1,-1,0
57.4264,23.6420,24.1425,1.9891,0.3757,0.1200,0.1000,0.3800,1,1,1
77.0889,28.7115,25.7580,5.0031,0.5385,0.0700,0.0700,1.9200,0,1,0
55.5024,35.0637,36.0328,0.4406,0.6870,0.1500,0.3200,0.2700,0,1,1
76.5037,37.2488,35.1069,2.8363,0.8185,0.0400,0.0000,2.0000,0,1,1
80.2116,57.8788,57.2060,2.4438,0.5906,0.2100,0.0400,1.6600,0,1,0
54.4115,57.9690,60.2438,2.4483,0.8772,0.1500,0.1100,2.0200,1,1,0
37.3671,14.8377,14.2747,0.7957,0.4839,0.0000,0.1400,0.6400,0,-1,0
57.8677,17.3242,17.3573,1.1732,0.4228,0.0700,0.0900,0.5800,0,-1,1
34.3646,17.1105,16.8134,0.7325,0.5619,0.5200,0.1000,0.4200,0,-1,0
55.9427,12.7703,12.0936,0.9471,0.3845,0.0700,0.0000,0.7200,1,1,1
72.5460,16.9618,14.0045,4.1097,0.4886,0.4500,0.0100,2.1200,0,1,0
54.4687,20.9588,22.3436,2.4001,0.6241,0.1300,0.6600,0.4400,1,1,1
76.7964,21.2985,19.0569,5.7839,0.7638,0.7000,0.0300,2.0400,0,1,0
51.2176,29.6375,31.1521,0.9023,1.1084,0.3600,0.3700,0.9800,0,1,0
27.0528,22.8986,21.1772,2.4999,0.6540,0.2800,0.2200,1.0000,0,-1,1
39.3081,36.9588,36.1455,0.8274,0.4966,0.0300,0.3200,0.5600,0,-1,0
54.4862,30.7707,32.9364,0.7100,0.5090,0.1400,0.2600,0.3600,0,-1,0
65.8395,23.8594,24.2169,1.2540,0.4352,0.1200,0.0000,0.7800,0,1,0
42.8551,16.6161,16.9371,1.1892,0.3960,0.3200,0.2700,0.0500,0,-1,0
39.9911,13.3817,12.6433,0.9070,0.5448,0.1300,0.1700,1.0300,1,-1,0
51.7227,19.9876,20.6538,1.0624,0.6318,0.0400,0.5100,0.4900,0,-1,0
61.0142,18.5153,18.5607,2.2399,0.6683,0.4200,0.1900,0.2700,0,1,0
49.5518,11.1989,11.1302,0.7604,0.5807,0.2600,0.6800,0.1100,0,1,0
39.5014,14.2670,12.9058,0.7653,0.3372,0.0600,0.3200,0.0400,0,-1,0
41.4833,20.4481,19.1843,1.9838,0.3971,0.2300,0.0600,0.1300,0,-1,0
36.4752,21.6218,19.7592,3.3093,0.5992,0.0000,0.3900,1.3300,0,-1,1
25.2440,32.2401,29.8881,1.8608,0.6947,0.2100,0.0100,0.6000,0,-1,1
32.8903,26.5938,26.5853,3.1359,0.6867,0.0100,0.4100,1.0100,1,-1,0
32.8472,26.2471,25.0121,3.6713,0.5086,0.0200,0.5600,1.2900,0,-1,0
50.2295,26.6792,27.7023,0.6309,0.5363,0.1900,0.1200,0.1600,0,-1,1
29.9351,26.4545,24.9549,1.0462,0.6396,0.1800,0.1000,1.0100,0,-1,1
31.2013,21.6298,19.8212,3.2136,0.5557,0.1100,0.5600,0.8600,0,-1,0
47.2545,23.6309,23.7341,1.0744,0.7453,0.2400,0.3600,0.3100,0,-1,0
56.5430,24.1895,25.9941,1.8560,0.6213,0.1600,0.1800,0.6700,0,1,0
33.5994,11.5406,9.1415,5.0683,0.5276,0.0100,0.7000,1.1600,1,-1,0
54.7668,15.7832,16.7570,0.8565,0.5316,0.1900,0.0000,0.6100,1,-1,0
52.8597,18.4602,19.3936,1.3694,0.5350,0.3600,0.0200,0.3000,0,-1,0
62.6283,17.6891,17.2599,2.9209,0.5800,0.6100,0.0400,0.8000,0,1,0
57.0105,20.6785,20.0765,0.7061,0.6380,0.2800,0.1200,0.4300,1,1,0
38.6202,20.6417,20.4217,1.3437,0.5874,0.1300,0.0300,0.8600,0,-1,0
50.4875,20.2364,21.4842,0.6272,0.5615,0.7700,0.0000,0.4500,0,-1,0
52.5537,15.5889,16.1493,2.0151,0.8750,0.6100,0.0800,1.6800,0,-1,0
63.9905,19.4545,18.0595,1.5965,0.8038,0.4300,0.5600,0.1200,0,1,0
34.5271,18.7837,18.6762,1.2512,0.7298,0.3400,0.1900,0.0200,0,-1,0
59.9539,14.0948,13.0069,3.7498,0.6059,0.1200,0.0200,1.3700,0,-1,0
45.7020,14.3775,15.2054,2.3243,0.7087,0.3600,0.2800,1.5700,0,-1,0
57.6496,13.6690,14.1537,2.9990,0.8205,0.1600,0.2100,1.9200,0,1,0
39.2282,14.7629,13.3352,1.1278,0.7347,0.0000,0.6200,1.1600,0,-1,0
51.1367,14.9405,15.8100,1.1151,0.6828,0.7300,0.0000,0.3600,0,-1,0
60.8690,13.5766,13.7184,1.1264,0.5280,0.0300,0.0500,0.9200,0,-1,0
72.3588,18.3193,15.5808,4.5097,0.4298,0.3700,0.0200,1.4800,0,1,0
66.8667,28.7958,28.3286,0.6568,0.5564,0.2100,0.4800,0.0500,1,1,0
54.4745,25.1049,26.6914,1.0904,0.6079,0.1400,0.2200,0.2900,0,1,0
33.6186,16.5892,15.4144,4.4092,0.6984,0.0800,0.3000,1.4200,0,-1,0
48.1264,17.0048,18.1208,1.9707,0.7657,0.9500,0.0000,0.4800,0,-1,1
39.6656,18.8410,17.7980,0.9993,0.6198,0.1200,0.6000,0.1600,0,-1,0
55.4572,17.0691,17.7147,1.0298,0.4932,0.2200,0.0100,0.4000,0,1,0
39.5320,21.5750,19.9517,2.0642,0.5311,0.2200,0.2200,0.3000,0,-1,0
62.0042,25.1892,25.0184,3.0586,0.4693,0.1000,0.0800,1.2100,0,-1,0
62.8114,27.1639,25.7731,1.9634,0.5114,0.6000,0.0800,0.1800,0,1,0
71.6778,22.0721,21.0031,2.8123,0.5573,0.1200,0.1400,1.5100,0,1,0
70.9226,27.9602,25.7631,4.2444,0.7451,0.3700,0.0200,1.3600,0,1,1
82.0975,37.6257,35.0787,5.7109,0.8923,1.0600,2.1100,3.9000,0,1,0
41.4755,36.2654,38.6382,2.5304,1.5480,0.6900,2.9600,0.8800,0,1,0
25.3290,27.6779,27.6723,0.8959,1.9952,0.0000,0.1500,1.3700,0,-1,0
70.8270,38.0179,36.1709,0.7540,0.5512,0.2400,0.0200,0.2100,1,1,0
41.1381,34.1733,35.3383,3.2366,0.7446,0.0600,0.2600,1.2500,0,1,0
30.6237,34.4766,33.5416,2.2500,0.8449,0.0200,0.9500,0.7800,0,-1,0
