directionIntent,rsi,rvol,atrPercentage,prevADX,bodySize,target_win
-1,51.3905,0.9397,0.3185,26.4266,0.3200,1
-1,25.6342,2.9116,0.3492,20.7079,1.0300,0
-1,15.8450,4.4944,0.4700,28.6204,0.5800,0
-1,35.4955,0.9486,0.5863,38.2461,0.4100,0
-1,62.4783,1.4424,0.7273,32.5172,2.0800,0
1,64.4271,0.5453,0.5874,22.5114,0.7600,0
-1,35.8010,2.5337,0.4628,28.5928,2.4300,0
-1,47.8432,0.6606,0.6808,35.5298,1.5800,0
1,71.5887,1.1015,0.6015,23.9237,2.9700,0
1,59.6849,0.6014,0.5554,29.6378,0.4200,0
1,52.7504,2.4151,0.4358,19.5456,1.9200,0
1,64.2710,2.3484,0.3669,12.5127,1.8000,0
-1,37.0677,1.3109,0.2790,12.1196,0.1000,0
-1,42.8078,0.7610,0.3375,22.4742,0.4600,0
1,70.4381,3.1544,0.4466,18.9086,1.8800,0
1,47.1756,2.3147,0.7011,36.2061,1.9000,0
-1,38.7036,1.3246,0.6174,21.6100,0.5900,0
1,69.1413,3.6168,0.2789,28.6714,0.3500,0
1,49.9581,0.4662,0.3345,40.2693,0.4500,0
-1,35.8477,2.3292,0.3607,31.5372,0.8500,0
1,59.4190,2.6984,0.2511,18.3467,0.5700,0
1,67.1621,2.1973,0.2865,23.3865,0.3800,0
1,61.4584,0.7860,0.3294,37.0177,0.3200,0
1,57.8065,0.5441,0.3296,35.7305,0.0200,0
1,52.4014,0.4022,0.2785,24.3204,0.3700,0
-1,45.4070,1.5331,0.2918,17.3404,0.1800,1
-1,34.5009,0.9146,0.2745,13.5004,0.6500,0
-1,45.2222,0.6955,0.3281,32.4173,0.5700,1
-1,25.4015,3.0619,0.3150,27.0823,0.7800,0
-1,37.1323,0.9717,0.4178,36.8247,0.5800,1
-1,35.0210,2.0436,0.3799,23.1333,0.0500,0
-1,44.8695,0.9155,0.3755,17.7878,0.9500,0
1,56.4202,0.3671,0.3559,16.0048,0.1000,0
-1,40.7331,0.7763,0.3616,27.0320,0.3900,0
-1,56.5064,1.6536,0.3617,26.0727,0.8600,0
-1,53.1688,1.1757,0.3025,16.4905,0.1800,0
-1,54.5071,1.3668,0.2898,20.0304,0.6700,0
-1,46.8596,0.6609,0.2673,18.8895,0.1400,0
-1,33.5725,4.6029,0.3122,18.3780,0.4800,0
-1,53.2120,0.8873,0.3168,42.7844,0.5800,0
-1,53.8745,0.8180,0.3182,24.9255,0.4900,0
1,59.6567,0.4863,0.2638,17.1171,0.2100,0
1,47.9960,0.5296,0.2081,14.0758,0.1900,0
1,60.7702,6.3553,0.2225,13.2066,0.7900,0
-1,44.3865,0.3198,0.2179,12.2929,0.1400,0
1,60.2537,0.6854,0.2411,12.5396,0.5400,0
1,55.9820,0.7969,0.2667,27.0428,0.1900,0
-1,23.9374,13.7608,0.5425,21.3554,6.4100,0
-1,32.3086,0.8269,0.7820,28.5065,0.3900,0
-1,39.9318,0.3672,1.0280,36.3436,1.1900,0
1,68.6429,1.5234,0.5803,24.4410,1.6300,0
1,45.0893,1.4682,0.4893,18.2003,0.8000,0
-1,39.1363,1.4705,0.4109,20.1479,0.0300,0
-1,51.2440,0.4640,0.3823,21.2138,0.1500,0
1,59.3200,0.9373,0.3956,16.3707,0.8100,1
1,72.5669,0.8169,0.3311,29.7420,0.4700,0
1,45.7713,0.3553,0.4586,32.4677,0.5500,0
1,46.8089,1.3669,0.2825,13.6093,0.3700,0
1,52.4662,0.7876,0.2405,14.7733,0.0900,0
-1,36.0663,1.5771,0.2260,16.0362,0.1400,0
-1,38.1352,0.9829,0.2826,27.1625,0.7700,1
-1,30.9205,0.9801,0.3371,33.6023,0.1500,0
-1,47.6621,0.4896,0.2970,43.8470,0.1600,1
-1,33.1934,3.9334,0.2669,32.1537,0.3600,1
-1,35.4873,1.3098,0.4284,33.5415,0.0300,0
-1,46.4573,0.7339,0.4530,36.6298,0.0800,0
-1,51.6817,0.7825,0.4687,33.7428,0.0600,0
1,59.9314,0.8592,0.4752,27.1999,0.2800,1
1,72.0900,0.9503,0.2938,17.0287,0.2200,0
1,52.9464,0.7216,0.2500,18.4443,0.1500,0
1,48.9136,1.0923,0.2043,17.2438,0.1800,0
1,49.0142,0.5474,0.1984,16.7334,0.2200,0
-1,34.6898,1.1349,0.1931,15.4682,0.2700,0
1,56.1134,2.0144,0.1771,17.6881,0.0300,0
1,60.4072,0.3554,0.1636,16.9228,0.0600,0
1,69.3241,2.9859,0.1899,14.8861,0.7900,0
1,53.4561,1.1649,0.2472,23.9801,0.6300,1
1,71.6853,2.5350,0.2851,26.6130,0.6700,0
1,56.0157,0.7590,0.2784,38.4269,0.4100,0
-1,41.0683,0.7782,0.3162,26.2955,0.8300,0
-1,55.5149,0.9488,0.2923,32.0695,0.6000,0
1,59.8202,1.5612,0.3996,22.6603,1.4300,1
1,66.1068,6.9787,0.5111,27.1981,1.0900,0
1,55.6099,1.4874,0.6208,29.2453,0.6900,1
1,76.0133,1.6369,0.4254,27.1976,1.1700,0
1,53.1718,0.4391,0.4274,40.1170,1.1800,0
-1,37.7101,1.0430,0.3315,25.4707,0.6700,0
-1,50.6901,0.3865,0.3752,36.1978,0.8300,1
-1,36.1542,1.1662,0.3730,24.2769,0.6300,0
1,60.7566,0.6579,0.2438,19.9202,0.3100,0
1,46.2465,0.6092,0.2763,22.8273,0.6300,0
-1,39.6950,0.9071,0.2036,15.4117,0.8100,1
-1,35.8349,0.9469,0.1901,25.5858,0.4600,0
-1,28.7142,2.5066,0.2140,24.0700,0.4600,0
-1,53.2317,0.1752,0.1942,28.5977,0.3400,1
-1,28.3319,4.1184,0.2098,13.4680,0.5200,0
1,56.3464,1.4609,0.2451,15.4254,0.0001,0
1,50.3014,1.8635,0.2292,14.4485,0.2600,0
-1,36.5855,1.9719,0.2234,12.0997,0.6500,0
-1,45.0510,2.1356,0.2899,26.6646,0.8000,0
1,61.3501,5.8626,0.1901,16.2853,0.0400,0
-1,40.7266,0.6664,0.1597,14.8229,0.2300,0
-1,42.4793,0.8226,0.1550,15.2834,0.2000,0
-1,29.4195,7.0389,0.1879,16.0279,0.3500,0
-1,47.4258,0.7948,0.2101,20.0868,0.2000,0
1,66.4861,0.8623,0.1818,14.7736,0.2700,0
-1,43.4733,0.9392,0.1987,14.3908,0.0100,0
1,59.1242,2.1959,0.2127,15.4324,0.1300,0
-1,33.1827,4.0065,0.2124,20.1135,0.5800,0
-1,54.5135,0.1404,0.2288,22.6055,0.2600,0
1,62.8408,0.4535,0.1966,21.8762,0.3400,0
1,65.8078,1.1598,0.1667,13.6822,0.4900,0
1,58.6891,0.9215,0.1914,27.0468,0.3100,0
1,42.6588,3.4899,0.1764,24.4103,0.5100,0
-1,27.2894,2.8320,0.2148,24.9970,0.4200,0
-1,26.4690,2.9802,0.2632,33.7924,0.1600,1
-1,23.3362,5.0542,0.2220,26.8877,0.2100,0
-1,21.6931,1.0730,0.3184,44.2817,0.2700,0
-1,38.7808,6.0352,0.3438,24.5784,0.5000,0
-1,46.3724,1.5846,0.4021,20.3042,0.7400,0
-1,51.7367,1.1909,0.3635,23.6155,0.9900,0
1,55.0243,0.8963,0.2993,20.6763,0.3600,0
-1,37.9212,1.3781,0.2483,11.4808,0.1800,0
-1,23.8852,4.0005,0.2949,19.2346,0.9200,1
-1,27.5105,1.9102,0.3160,43.2028,0.8300,1
-1,18.8024,5.8665,0.3936,48.1724,1.3700,0
-1,35.3972,0.9941,0.5583,53.2622,0.5500,0
-1,55.2179,0.2310,0.5749,44.5420,0.4300,0
1,65.6839,0.8472,0.3983,24.7286,0.4500,0
1,44.1791,1.1863,0.3545,21.9284,0.6400,0
-1,36.1636,1.1502,0.3961,20.8858,0.3500,1
-1,22.6090,1.4995,0.4431,30.6273,0.4900,1
-1,31.0166,1.1847,0.3627,44.0359,0.7500,0
-1,42.1577,0.9939,0.4180,45.1303,0.9900,1
-1,28.1779,1.1109,0.4456,38.7376,0.3800,0
-1,46.6809,0.8578,0.4816,38.4111,0.6200,0
1,59.7043,1.6045,0.3863,21.4853,0.3800,0
-1,39.5562,1.7691,0.3113,34.3922,0.8300,1
-1,27.8464,1.0200,0.3144,34.1478,0.6600,0
-1,42.6682,3.0321,0.4139,41.2179,0.7100,0
-1,51.4219,0.8282,0.5114,34.0265,1.0100,1
-1,21.6760,2.7000,0.4350,36.8561,1.2100,0
-1,19.3129,3.2827,0.5002,54.9426,1.0400,1
-1,17.6913,2.8297,0.8703,67.5390,1.4200,0
-1,40.7566,1.2209,1.0376,72.1707,0.5300,0
-1,54.6442,1.2577,0.6800,47.3348,1.8000,0
1,68.6258,1.3004,0.4842,10.5338,0.6100,0
1,50.3525,0.6419,0.4903,13.9680,0.6500,0
-1,39.5650,2.4932,0.5919,11.4658,0.5500,0
-1,35.8646,0.9651,0.6619,30.9548,0.0800,1
-1,28.9057,1.8238,0.6366,45.3716,0.0900,0
-1,47.8848,0.5508,0.6288,46.9948,1.4300,0
1,58.0095,0.6531,0.6848,34.2073,0.8200,1
1,65.8282,4.5952,0.7412,20.1900,1.3300,0
-1,30.1392,2.4305,0.3782,28.1689,0.2400,0
-1,41.2101,0.8238,0.4168,49.6708,0.5400,0
-1,54.7216,0.4748,0.3955,42.0758,0.0001,0
1,65.7915,0.7408,0.3318,19.9561,0.2400,1
1,64.2173,1.1931,0.3332,26.7309,0.1100,0
1,47.6807,0.9365,0.3172,22.9032,0.1000,1
1,70.5363,5.2236,0.3627,19.9593,1.2000,1
1,74.8843,1.2718,0.3691,47.2514,0.2700,0
-1,41.2623,2.0498,0.3508,36.4348,0.5400,0
-1,36.3467,1.9735,0.4383,31.0745,1.0900,0
-1,34.5856,1.1574,0.5263,32.1355,1.5300,0
1,56.7525,1.8531,0.4575,20.9894,0.2200,0
1,68.6575,1.4378,0.4552,16.4422,1.7200,0
1,46.8917,0.5521,0.4210,17.0164,0.2300,0
-1,40.4411,0.8506,0.3988,15.9449,0.1200,0
-1,48.3309,1.2316,0.4339,37.6751,0.5700,0
1,58.3334,3.0094,0.3724,22.7763,0.1100,0
1,49.0679,0.5164,0.4095,24.8196,0.4600,0
1,46.6220,0.4756,0.4112,20.0590,0.6500,1
1,73.5783,2.5500,0.3586,19.7434,0.9800,1
1,75.9341,2.2907,0.3329,35.8187,0.2300,0
1,59.0653,1.4817,0.3501,39.5944,0.3900,0
-1,37.7449,2.9251,0.2452,23.2175,0.5000,0
1,61.9994,4.0030,0.2579,11.9537,0.6000,1
1,68.9226,0.6896,0.2848,28.7128,0.2600,0
1,41.6090,1.0186,0.3407,34.9317,0.6200,1
1,69.6747,1.0884,0.3706,20.4961,1.5800,0
1,45.7154,0.5315,0.5482,30.1276,1.2900,1
1,60.1153,1.1692,0.2583,27.3554,0.2200,0
1,62.1632,0.9713,0.2848,21.4696,0.6600,0
1,67.0160,2.3961,0.3413,27.8984,0.8200,0
1,60.5353,1.3726,0.4606,35.0124,1.1100,0
1,51.9406,0.9261,0.3613,26.5045,0.2400,0
-1,35.4745,1.8332,0.3050,18.4748,0.3800,0
-1,57.1180,1.0979,0.2651,16.4401,0.5000,0
1,63.3771,1.3531,0.3008,12.5599,0.7900,0
1,49.7914,1.2280,0.4511,23.4694,0.1900,0
-1,33.3273,1.1317,0.4778,18.1632,0.9400,1
-1,27.4865,2.3796,0.6772,30.7504,1.4600,0
-1,45.7534,1.6046,0.8924,41.7604,0.2100,0
-1,41.0335,3.0239,1.0908,37.5059,1.1600,1
-1,31.2646,2.3173,0.4191,22.1649,0.9900,0
1,57.2451,1.1353,0.3916,12.6214,0.2000,1
1,73.7316,0.8847,0.3678,24.3607,0.4000,0
1,43.8477,0.5507,0.2740,30.7219,0.2800,0
-1,38.4408,1.3959,0.2318,15.8720,0.4900,0
-1,50.6218,0.4115,0.2527,18.0312,0.4600,0
1,64.2836,0.3859,0.2538,14.8457,0.4700,0
1,56.8273,0.6666,0.2377,28.2655,0.4600,0
1,43.5627,1.1160,0.2328,29.5460,0.0500,1
1,68.2098,3.6063,0.2345,22.9217,0.6900,0
1,49.2236,0.2737,0.2579,27.7232,0.2000,1
1,73.4078,0.8729,0.2332,21.3510,0.3200,0
1,52.6965,0.4658,0.2735,34.0107,0.0100,0
1,42.3694,1.3645,0.2497,20.5762,0.8200,0
1,47.3079,1.6791,0.2426,14.9513,0.1300,0
1,47.9519,0.9999,0.2758,15.6478,0.6200,0
-1,35.0980,0.5944,0.3086,13.0670,0.3400,0
1,60.0632,0.7045,0.2844,13.6112,0.3500,0
-1,46.3977,0.7621,0.2463,14.4289,0.2800,0
-1,47.1232,1.1639,0.1802,36.6347,0.1600,0
1,62.7233,1.0491,0.2003,24.4645,0.2700,0
1,49.0496,1.1038,0.1847,24.6368,0.2100,0
-1,39.2367,1.4412,0.1778,21.3239,0.0200,0
-1,33.1473,1.4191,0.2114,23.5695,0.6100,1
-1,35.7065,1.8307,0.1902,23.1638,0.1500,0
1,56.3333,0.8525,0.1814,21.7289,0.0700,0
1,53.3541,0.5074,0.1890,20.0935,0.3800,1
1,68.9640,3.0185,0.1910,23.9886,0.1400,0
1,61.8944,0.6974,0.2086,40.2399,0.1300,0
-1,37.1265,0.6580,0.1671,23.4068,0.3700,1
-1,18.8830,10.6395,0.1849,30.0539,0.5900,1
-1,16.9594,1.9799,0.2263,46.7111,0.5500,0
-1,49.4545,0.9602,0.2529,50.0621,0.2400,0
-1,48.0809,0.2347,0.2072,27.2081,0.2700,1
-1,26.4186,1.9393,0.2424,25.9303,0.8900,0
1,58.1446,0.8133,0.2336,24.1455,0.3000,0
-1,42.0406,0.7222,0.2084,18.8572,0.3000,0
-1,52.1181,1.3199,0.1576,30.0077,0.1800,0
1,59.8427,0.5404,0.1407,18.0232,0.1600,0
1,43.6578,1.4979,0.1583,18.9264,0.6900,0
-1,34.0909,1.8998,0.2016,18.4645,0.3500,0
-1,57.0554,2.8718,0.2226,21.1714,0.5500,0
1,54.3344,1.4228,0.3059,17.7171,0.4900,0
1,41.7327,1.6781,0.3664,27.1665,0.9800,0
-1,34.3497,3.4808,0.3847,25.1262,0.4600,1
-1,24.1298,1.9539,0.4992,36.5063,0.7600,1
-1,28.2056,0.7438,0.4600,45.4837,0.6400,0
-1,36.0117,0.8284,0.5730,50.1993,0.7400,0
1,54.9687,1.6387,0.3725,23.3106,0.5300,0
-1,37.7739,1.0729,0.3242,25.7740,0.3200,0
-1,52.5820,0.4256,0.4659,28.6328,0.8500,1
-1,31.2406,4.1904,0.4362,27.6948,0.6100,0
-1,50.4744,0.7944,0.4906,34.0461,0.7800,0
1,59.2625,1.4847,0.4801,17.7582,0.1800,0
1,41.2629,2.4650,0.5015,19.7813,1.1000,0
-1,35.1600,1.6666,0.5772,15.0618,0.8700,1
-1,18.7202,8.0240,0.8159,19.5041,1.7500,0
-1,43.7130,1.2066,1.0044,49.6414,1.1300,1
-1,27.8171,6.0021,0.8414,16.9815,3.8600,0
-1,24.3666,4.6140,1.0847,22.0355,0.6600,1
-1,22.7451,2.9239,1.7326,37.1551,4.0800,1
-1,29.8119,3.7474,1.1294,19.0163,0.0300,0
-1,53.6122,0.8426,1.4969,25.6065,0.4700,0
1,68.5566,1.4368,0.6625,19.0851,1.6100,0
1,48.1828,0.8969,0.8574,26.4893,1.2200,0
-1,43.3973,1.3347,0.8200,13.3982,0.2500,0
-1,58.0099,1.1094,1.0065,17.6907,0.8300,0
1,62.9486,1.0860,1.1254,21.5587,1.5100,0
-1,40.6260,0.5846,0.6305,27.9024,0.0100,0
1,62.5618,1.8241,0.6264,14.4242,1.0100,0
1,65.7814,1.3596,0.8133,27.7762,0.6400,0
1,47.7009,0.4733,0.6503,26.2278,0.2600,0
1,47.6335,0.7577,0.5642,25.0627,0.3300,0
1,46.2362,0.4774,0.4810,14.8779,0.2300,0
-1,33.7655,1.2182,0.4188,13.8767,0.6800,0
-1,48.4183,1.2792,0.4281,20.4755,0.8800,0
1,56.7677,1.3180,0.4630,20.8918,0.4100,0
1,49.9195,1.9353,0.5178,20.7865,0.1500,0
-1,37.0980,0.7377,0.4545,15.5566,0.0800,1
-1,33.9162,1.5075,0.4129,15.8239,1.0100,0
-1,52.6698,0.5550,0.3749,20.4571,0.2000,0
1,64.3277,1.2798,0.3769,19.6626,0.8200,0
1,44.9125,0.8742,0.3865,23.7470,0.2400,0
-1,31.7010,2.9801,0.3460,16.6777,0.4200,1
-1,23.4013,1.1159,0.4039,43.7160,0.0800,1
-1,29.1591,0.8252,0.5512,45.3840,0.0800,0
-1,53.3972,3.3302,0.6822,40.5090,0.4800,0
1,64.1234,1.0851,0.7386,42.1657,0.1400,0
-1,41.6837,0.7444,0.5906,22.6312,0.1200,1
-1,18.6756,1.5100,0.5997,27.0696,1.0000,1
-1,30.2085,1.6201,1.0015,42.4282,1.3300,0
-1,55.6439,1.6002,0.8999,26.8665,1.5200,0
1,63.6846,1.6748,0.9618,23.0524,1.9000,0
-1,42.6582,0.5014,0.5875,17.8582,0.0600,0
1,61.8664,0.5606,0.5049,18.2087,0.4500,0
1,57.1204,0.6592,0.4790,28.8391,0.4300,1
1,69.8626,1.7268,0.3936,35.1900,0.4200,1
1,75.9636,1.6000,0.4820,45.9228,0.2900,0
1,50.3371,1.2138,0.3991,46.0511,0.1800,0
-1,36.9986,0.8644,0.3188,29.7837,0.3700,0
-1,49.1463,0.5452,0.3095,27.5701,0.1800,0
-1,59.9321,1.6711,0.3487,21.2355,0.5700,0
1,65.6205,2.3941,0.3957,22.2777,0.7400,0
-1,35.5199,1.5901,0.4715,22.9998,0.7700,0
-1,44.9647,0.8452,0.6427,15.3583,0.3200,0
-1,47.5825,0.8046,0.6569,24.4516,0.4800,0
1,59.2834,0.7642,0.6830,18.8688,0.1700,0
-1,39.5127,0.7181,0.6320,16.0113,0.1400,0
1,55.8807,1.7129,0.4611,13.2214,0.4600,0
-1,39.7939,0.7568,0.4085,11.4031,0.0600,1
-1,25.1454,2.6127,0.4659,29.7265,0.4600,0
-1,46.2741,0.9715,0.5404,34.3609,0.6900,0
-1,56.8127,1.4539,0.6833,23.2433,0.6400,1
-1,17.0133,7.0895,0.7070,25.9686,3.0900,0
-1,32.1164,3.2841,1.0306,44.9377,0.4400,1
-1,28.4450,1.6408,0.7669,59.1717,1.2700,0
1,59.9868,1.1349,0.8065,23.0937,0.1700,1
1,73.6538,5.2051,0.6980,24.7372,0.9300,0
1,52.2364,0.5336,0.4957,30.2705,0.0600,1
1,71.7609,1.0082,0.4768,18.5758,0.9800,0
1,62.3884,0.9883,0.5611,28.6656,0.8400,1
1,77.4503,1.8531,0.6637,40.7394,1.4500,0
1,75.9850,2.5958,0.7997,48.3705,1.7100,0
1,79.2071,5.5685,0.9270,47.6749,4.1800,0
1,55.1455,0.3946,0.7708,58.4063,0.9800,0
-1,36.3509,0.6782,0.3863,24.6725,0.5400,0
-1,51.4118,0.8538,0.3670,20.7676,0.2300,0
1,63.3167,2.3672,0.4024,20.3583,0.2000,0
1,57.7318,1.0863,0.4630,28.2598,0.1800,0
1,46.2288,0.4784,0.4903,29.1362,0.3400,0
1,44.8340,1.3089,0.3957,32.7527,0.5400,0
-1,38.4169,1.0141,0.4433,23.8809,0.3500,0
-1,58.0824,0.4913,0.4018,24.6739,0.6500,0
1,66.7795,2.9153,0.4079,21.0142,0.4600,0
1,74.0759,3.6361,0.4847,24.3598,0.5000,0
1,44.0625,2.0039,0.7070,32.2606,0.9900,0
-1,36.1559,0.6003,0.3708,19.8238,0.3600,0
-1,50.4534,1.3359,0.3709,23.0791,0.0300,1
-1,23.4063,1.3545,0.2944,25.9776,0.6800,0
-1,50.1271,0.8837,0.2968,42.4068,0.2400,1
-1,29.0076,4.5716,0.3226,21.5086,0.7000,1
-1,23.7441,2.2352,0.3984,41.4216,0.5700,0
-1,50.9134,1.3909,0.3331,38.7541,0.7300,0
1,57.6132,1.2076,0.3376,23.6567,0.2500,0
-1,36.7912,2.2099,0.3978,21.4384,0.5300,0
1,55.0660,2.4873,0.4021,22.6216,0.2300,0
-1,46.2695,1.3264,0.3552,15.4590,0.1400,0
1,59.2743,1.6273,0.3668,12.1895,0.0400,0
1,49.8572,0.5865,0.3536,12.8248,0.2100,0
-1,38.4283,2.5345,0.3845,14.8464,0.3200,0
1,60.5667,1.6141,0.3370,12.4112,0.4200,1
1,77.4103,3.5156,0.3292,16.2145,0.2300,0
1,59.0763,0.4666,0.4108,27.4578,0.4100,1
1,74.4941,1.3793,0.3661,27.0811,0.6200,0
1,54.1029,1.2320,0.3648,30.6024,0.2100,1
1,70.0218,0.8169,0.4242,30.7349,0.8500,0
-1,43.7659,0.7072,0.4260,22.2914,0.3700,0
-1,56.0692,2.0401,0.3643,16.3379,0.4900,0
-1,53.7171,0.5427,0.3338,12.5607,0.0700,0
1,66.6655,3.0165,0.2817,15.6296,0.5200,0
1,53.4941,1.0943,0.3345,20.8501,0.0500,0
1,49.2664,1.0495,0.3520,24.8936,0.0900,0
-1,30.5906,3.5200,0.2987,15.7155,0.5700,0
-1,49.3714,0.5289,0.2525,21.3160,0.1300,1
-1,27.6745,0.9957,0.2788,25.6641,0.3800,1
-1,31.6275,1.4361,0.3835,46.6924,0.2500,0
-1,64.8480,3.5744,0.4945,40.8711,2.3600,0
1,90.3240,6.8303,1.2897,43.0542,4.1700,0
1,67.3549,2.2494,2.1945,51.6923,5.8400,1
1,82.4981,2.2770,3.1853,55.5551,1.5500,0
1,62.4131,0.9055,2.2403,54.8788,0.1800,0
-1,14.0188,2.9986,0.4371,31.5094,1.4600,0
-1,10.0233,3.9552,0.5777,41.0713,2.0500,0
-1,10.4479,4.2179,0.7383,47.1776,1.7600,0
-1,51.4545,0.6718,0.7331,38.2633,0.4200,0
1,63.1476,2.6477,0.5395,13.5939,1.6900,0
1,54.0110,0.8923,0.6129,21.3819,0.2900,1
1,74.9037,2.4481,0.5982,33.4531,1.4700,0
1,48.4596,1.6724,0.6759,34.7584,1.5600,0
-1,35.6544,2.5101,0.9240,28.4266,2.7100,1
-1,21.0341,3.7766,1.3118,26.9642,3.7900,1
-1,22.5591,2.4818,1.3097,36.2023,0.7500,1
-1,16.9401,2.2600,1.5224,58.7835,0.8100,1
-1,28.0824,3.1652,1.4295,27.5635,1.0700,0
1,76.0047,4.3598,1.1922,21.5338,5.1000,0
1,49.9553,0.9351,1.6386,26.2631,2.4500,0
-1,33.8976,2.8198,1.2147,16.5053,1.3100,0
-1,54.4222,1.1701,1.2455,19.8900,1.5400,0
1,61.8946,1.1658,1.1895,14.9973,0.6300,1
1,73.3153,3.9449,0.7569,24.4652,2.3500,0
-1,38.3926,1.3439,0.4455,15.9703,0.6900,0
1,61.0153,0.8999,0.4571,20.4354,0.5200,0
1,50.7095,1.0723,0.4796,18.0601,0.3100,0
1,58.3328,1.0886,0.5309,15.7293,0.6800,0
-1,32.0054,1.9772,0.5246,15.5906,1.2600,0
1,65.4498,0.9904,0.3850,18.1804,0.2500,0
1,52.3138,0.6602,0.3463,21.3784,0.0500,1
1,66.4436,2.0348,0.4433,29.3337,0.9200,1
1,79.1750,3.3892,0.4838,39.9099,2.2800,0
1,60.7409,0.3809,0.5875,49.5536,0.6300,0
-1,40.9864,0.9848,0.5832,22.2386,0.3900,1
-1,22.8002,1.6647,0.6707,27.8783,0.8400,0
-1,35.4609,3.1750,0.7037,48.3202,0.3900,0
-1,45.0318,1.1207,0.6060,36.9456,0.0200,0
1,56.4313,1.1157,0.6634,28.7858,0.0400,1
1,67.6755,1.4039,0.3027,30.8695,0.4300,0
1,44.1467,1.1051,0.4396,34.5435,0.9500,1
1,76.4777,6.1587,0.5179,18.9264,2.5400,1
1,63.7842,1.3601,0.5262,37.5622,0.1700,0
1,48.4931,0.8435,0.5188,39.9836,0.8500,0
1,49.6228,0.6603,0.5290,37.0376,0.4100,0
1,68.9330,1.4215,0.3754,11.3135,1.2100,0
1,54.1999,1.5217,0.5176,23.2776,0.7700,1
1,71.6407,1.5364,0.4432,25.5010,0.2200,0
1,44.9688,2.0544,0.3755,27.0760,0.8600,0
-1,32.3725,1.3998,0.3806,23.3924,0.2900,1
-1,31.1610,1.8409,0.5139,24.4776,0.2600,0
-1,42.3071,0.7715,0.5343,33.7525,0.4600,0
-1,30.5761,2.3820,0.6011,33.6698,1.6600,0
-1,52.8428,1.4484,0.6985,38.9609,1.0900,0
1,62.4318,0.4142,0.8044,28.6398,1.0900,0
-1,38.9605,0.6637,0.5616,20.1042,0.4000,1
-1,23.8201,3.0122,0.6351,22.8543,1.4000,0
1,62.3393,1.7407,0.4218,12.5933,0.8200,0
1,42.8713,0.8997,0.4772,16.9652,0.7000,0
-1,48.2829,2.0403,0.4024,9.9536,0.1500,0
-1,20.7868,6.9685,0.6856,11.9425,2.2800,0
-1,16.4448,5.4477,0.9031,18.5292,1.2000,0
-1,41.1672,0.5279,1.1494,32.1480,0.7300,0
1,54.9411,0.3959,0.6883,13.6193,0.3700,1
1,72.6647,1.3751,0.3577,40.6969,0.6700,0
1,62.9964,0.8242,0.4415,47.9360,0.4000,0
1,40.6568,10.7820,0.4889,44.4181,0.9200,0
-1,29.9791,1.4032,0.3311,18.9777,0.3500,0
-1,54.2830,2.1122,0.3816,23.2803,0.6200,0
1,65.5600,4.3957,0.5123,19.0087,1.0800,0
1,61.1526,0.8893,0.7210,26.5633,0.8300,0
1,45.4729,1.4661,0.8146,24.1058,0.2500,0
1,42.5508,0.7884,0.9422,19.9022,1.5100,1
1,77.7308,2.8225,0.7576,30.2821,0.8000,0
1,47.2434,2.1751,0.8879,34.6466,1.1500,0
-1,43.7656,1.8558,0.8569,17.9357,2.3700,0
-1,46.4305,1.0069,1.0905,19.1787,1.5700,1
-1,27.5778,2.6948,0.7272,24.3693,1.4700,0
1,54.1953,0.6584,0.4398,26.7681,0.3900,0
1,43.6485,0.7980,0.4387,20.6635,0.3600,0
-1,35.3249,2.2315,0.4648,20.5814,1.3000,0
-1,45.7361,0.6401,0.4935,26.3237,0.3500,0
1,64.6774,1.3716,0.2913,14.5419,0.3600,0
1,47.9811,1.3891,0.2820,17.0962,0.4700,0
-1,37.0868,1.1077,0.2745,16.9714,0.4600,0
-1,52.7362,1.2107,0.2699,21.7330,0.3500,0
-1,51.7078,0.4817,0.2801,18.0311,0.0200,1
-1,36.7826,1.6072,0.2982,17.8062,0.0400,1
-1,31.6800,1.4684,0.3331,26.1055,0.4300,0
-1,54.0977,1.8993,0.4174,25.6391,0.1900,1
-1,29.5316,1.2441,0.3508,13.6775,0.0100,0
-1,54.1808,0.6866,0.4084,25.4445,0.3300,0
1,60.9581,0.9922,0.3133,16.1817,0.1900,0
1,49.2800,0.5818,0.2815,22.5871,0.2200,0
-1,25.6136,1.4577,0.2302,16.7230,0.7900,0
-1,41.3691,0.5793,0.2482,23.1335,0.1400,0
1,60.8984,0.9957,0.2821,17.3715,0.3200,0
-1,39.1065,2.1790,0.3043,12.4946,0.3300,0
-1,59.4586,2.4610,0.2682,16.5747,0.3400,0
1,71.2907,1.8181,0.2575,24.1017,0.6400,0
1,48.1710,2.3977,0.2865,27.9159,0.4000,0
1,59.9081,0.6361,0.2644,15.3539,0.3300,0
1,53.9804,0.3378,0.2751,17.8786,0.0900,0
-1,38.9225,1.5593,0.2736,15.0849,0.4200,0
-1,29.0812,3.7665,0.3111,20.4429,0.3200,1
-1,18.6173,1.5470,0.3400,38.4245,0.5300,0
-1,41.4635,0.6779,0.3946,38.9108,0.2200,1
-1,33.3301,2.8013,0.3956,39.1842,0.0900,1
-1,27.4720,1.5377,0.4910,41.2724,0.6400,1
-1,24.7552,2.3008,0.6885,47.6712,0.7900,0
-1,48.1741,0.9371,0.8012,44.4531,1.0200,0
