directionIntent,rsi,rvol,atrPercentage,prevADX,bodySize,target_win
-1,41.5699,0.5628,0.2812,26.1571,0.0400,1
-1,32.9069,1.2011,0.2896,28.3519,0.0900,0
-1,51.3151,0.9971,0.2659,29.3407,0.1900,0
1,62.4337,1.1598,0.2588,24.3689,0.1400,0
1,48.2857,3.0794,0.2701,18.7235,0.0300,0
1,57.5313,5.8324,0.3567,17.2103,0.1100,0
-1,27.9474,3.5913,0.4993,16.5615,0.9300,0
-1,28.9159,3.6162,0.6970,21.2351,0.9000,0
-1,53.5449,3.1602,0.3954,21.8010,0.2100,0
1,66.9621,1.8975,0.4369,19.1941,0.9600,0
1,49.7208,1.0694,0.3086,34.4951,0.2900,0
-1,36.0603,2.4662,0.2211,11.3839,0.1600,0
-1,45.7470,2.3057,0.2775,22.6463,0.2000,0
-1,37.0649,0.8345,0.3205,21.4056,0.2700,0
-1,50.9452,2.1390,0.3506,18.3428,0.1600,0
1,69.0228,0.6878,0.3074,24.0466,0.3800,1
1,78.6148,2.6773,0.2780,35.7837,0.2700,0
-1,42.3193,1.3477,0.2251,26.8066,0.1800,0
-1,51.1872,2.0724,0.2304,24.2093,0.0900,0
-1,54.7590,1.6275,0.2378,22.5870,0.2700,0
1,63.4154,1.8152,0.2596,18.7432,0.2800,0
1,47.8548,1.5007,0.2666,20.6801,0.1200,0
-1,37.2259,2.7722,0.2732,14.3393,0.4200,0
-1,27.5479,2.2960,0.2906,16.8949,0.2200,1
-1,23.5277,0.7748,0.4288,31.3961,0.2100,1
-1,22.6726,2.2957,0.4025,58.9548,0.3600,1
-1,28.2234,3.2401,0.4353,54.2171,0.3200,0
-1,52.3372,1.2194,0.4624,40.2715,0.3400,1
-1,29.0995,1.4362,0.2761,20.3354,0.2900,0
-1,26.0166,5.5545,0.3167,30.6362,0.6100,0
-1,55.0950,2.3290,0.3932,35.4303,0.4600,0
1,62.8877,0.8733,0.4199,29.3182,0.1000,0
-1,17.9578,13.2562,0.3627,35.1136,1.0800,0
-1,15.9855,2.6925,0.4706,41.9547,0.5300,0
-1,10.2157,5.2422,0.6504,48.3966,0.4700,0
-1,50.7486,2.3635,0.9302,58.3579,0.8700,0
1,74.9060,6.2358,0.4198,11.5117,1.1600,0
1,71.3451,3.2939,0.5952,20.9517,0.3000,0
1,43.9298,0.8788,0.5970,38.6630,0.6400,1
1,72.1956,3.4936,0.3917,22.9149,0.6200,0
1,62.9619,0.7631,0.4415,34.4194,0.1600,1
1,70.6879,2.7234,0.5566,34.4826,0.8700,1
1,67.4483,2.5566,0.4569,41.2105,0.2600,0
-1,46.3277,0.2336,0.4074,32.8720,0.0300,0
1,58.0708,1.9894,0.3203,23.9548,0.3700,0
1,49.9015,3.0034,0.3515,20.8632,0.0600,1
1,72.9116,3.6151,0.4430,21.2241,0.8300,0
1,83.9847,5.5329,0.6361,29.8220,1.5200,0
1,57.8315,0.3759,0.5110,57.0192,0.3500,0
1,42.5351,3.7713,0.4250,45.7235,0.4900,0
-1,32.1335,3.3114,0.3157,17.6129,0.4200,1
-1,23.7473,8.1541,0.3242,28.2458,0.6300,0
-1,38.0226,1.0180,0.3593,40.4719,0.2500,0
-1,45.0801,0.6210,0.3106,42.4814,0.0300,0
1,77.1876,6.8536,0.4076,20.3792,1.8300,0
1,64.5158,1.5266,0.5188,31.6628,0.0900,0
-1,23.7995,0.3939,0.5387,37.3819,0.1100,0
-1,48.1623,2.0175,0.4531,39.9838,0.5900,1
-1,29.3072,0.5409,0.3076,28.3192,0.3700,0
-1,26.1186,1.6072,0.3486,32.5791,0.4300,0
-1,43.6649,0.7558,0.3939,48.3162,0.3600,0
1,63.9968,2.2396,0.3529,22.9280,0.5900,0
1,45.3510,1.1144,0.4247,27.0686,0.5000,1
1,59.5279,0.7305,0.4309,24.1817,0.0001,1
1,72.9555,1.3421,0.4752,34.4094,0.2100,0
1,54.4074,0.5645,0.5587,35.7501,0.2000,0
-1,38.2371,2.6313,0.5115,25.9252,0.2000,0
1,60.1691,0.7321,0.3856,17.9004,0.2000,0
-1,40.3438,1.2255,0.2851,12.4986,0.2100,0
-1,57.2552,2.5757,0.2726,14.1508,0.2500,1
-1,29.1554,3.3788,0.3244,14.9737,0.7100,0
-1,39.6254,2.9806,0.3686,21.8263,0.1400,0
-1,46.0482,0.2607,0.3745,38.8328,0.3000,0
-1,48.5820,2.5630,0.3798,36.7080,0.3500,0
-1,56.8295,1.4463,0.4129,26.9772,0.2100,0
1,65.3006,0.8361,0.4026,28.7162,0.0100,0
-1,33.1595,2.0948,0.2763,18.2964,0.1600,0
-1,46.2493,1.0447,0.2906,20.8981,0.3200,0
-1,40.9772,2.3465,0.3445,19.3507,0.3600,0
-1,45.3801,0.7930,0.3876,27.1773,0.0600,0
-1,67.4264,6.8450,0.4638,28.5733,1.0500,0
1,70.8777,2.6266,0.5115,27.4496,0.7500,1
1,84.7461,1.6068,0.7311,33.8191,0.7300,0
1,48.8855,0.5494,0.7209,39.6815,0.3300,0
-1,36.7214,0.7270,0.6793,29.9177,0.7200,0
1,59.4887,0.7158,0.4388,14.0919,0.4000,0
-1,31.3480,0.6265,0.3553,17.7425,0.1100,0
-1,50.5285,0.8895,0.4407,28.9695,0.0800,1
-1,27.7738,2.2581,0.4015,23.1606,0.3100,0
-1,45.8739,0.5844,0.3666,34.4695,0.2000,0
1,64.3093,6.4042,0.3361,15.4701,0.3500,0
1,45.6840,1.1313,0.3645,17.8454,0.0600,0
-1,35.4707,2.3251,0.3379,14.7366,0.4400,1
-1,22.3152,4.4544,0.3615,29.5562,0.1700,0
-1,46.5291,4.6798,0.4180,38.8015,0.5200,0
1,59.5629,2.3074,0.3499,16.2465,0.1800,0
1,48.5219,2.0387,0.4012,22.6031,0.1300,0
-1,37.8146,0.6912,0.4459,16.2942,0.2300,0
-1,48.8710,0.8512,0.3956,25.6772,0.3300,0
-1,37.6806,3.8048,0.4764,20.1556,0.4200,0
-1,48.1879,1.6621,0.6739,23.5276,0.9100,0
1,63.1632,1.6260,0.8202,19.9437,0.7900,1
1,71.3398,0.5083,0.7020,36.7110,0.3700,0
1,49.5122,0.9469,0.8422,36.0675,0.1100,0
-1,29.8417,4.3016,0.4343,16.0022,0.6600,0
-1,53.9265,0.1795,0.4056,31.5667,0.3700,0
-1,56.0381,1.0049,0.4280,23.4327,0.6200,0
1,70.2322,0.6429,0.3353,17.7093,0.2300,0
1,72.5016,1.5153,0.4273,40.4045,0.4900,1
1,85.5167,2.6346,0.5922,61.9887,0.8700,0
1,43.6789,1.0566,0.3953,44.4094,0.4800,0
-1,34.5470,0.5397,0.3554,27.0750,0.3000,0
-1,47.9557,0.8983,0.3698,30.4439,0.3500,0
1,59.5776,0.5044,0.3720,19.0328,0.0600,0
1,76.2518,6.9899,0.4669,24.1462,1.2900,0
1,52.3487,2.0987,0.6590,30.6315,0.4700,1
1,64.5992,0.5820,0.9209,41.4716,0.5600,0
-1,35.4334,1.9779,0.2904,16.0010,0.1800,1
-1,22.5432,3.5287,0.3168,30.8463,0.2600,0
-1,39.7630,0.7584,0.3645,37.4897,0.0200,0
1,64.2960,0.9496,0.2933,11.5259,0.1300,0
-1,32.6649,3.1780,0.3158,21.1096,0.7400,0
1,63.4430,1.5926,0.3454,19.3013,0.3400,0
1,62.1862,2.4490,0.4086,24.1611,0.2500,1
1,81.8869,4.7941,0.3856,40.2328,0.5500,0
1,46.4496,0.7354,0.4057,48.3236,0.5900,0
-1,38.9889,2.3318,0.3452,22.5001,0.0300,0
-1,49.7702,1.7509,0.4471,33.5694,0.3800,0
-1,50.6284,0.8753,0.6003,30.4217,0.3300,1
-1,28.9181,2.5770,0.6929,24.4813,1.2000,0
-1,51.0441,0.6144,0.4787,25.1329,0.3800,0
1,58.0653,0.8704,0.3274,15.5776,0.1300,0
-1,34.2290,1.4394,0.2166,9.8025,0.4100,0
-1,29.1100,2.5485,0.2658,16.2181,0.5200,1
-1,37.0990,3.8678,0.2596,14.3871,0.1600,0
-1,44.7777,1.0395,0.2681,28.9419,0.1000,0
1,60.4835,0.9030,0.2216,19.4787,0.0800,1
1,67.3108,0.4434,0.2542,23.8478,0.0700,0
1,45.9647,0.6065,0.2071,22.2848,0.1800,0
-1,40.4298,2.9155,0.2319,19.6786,0.3600,0
-1,45.2522,0.4378,0.3226,30.3742,0.0800,1
-1,23.1495,5.3615,0.3165,21.4938,0.6600,0
-1,34.6594,0.3137,0.4018,34.9897,0.1300,0
-1,28.2891,1.2850,0.4608,34.9842,1.1000,1
-1,25.3806,0.6831,0.5945,51.3290,0.1000,0
1,70.9431,3.7525,0.2880,22.2481,0.2100,0
1,62.9273,0.2490,0.2787,32.5183,0.0300,0
1,42.7848,2.5726,0.2540,29.3561,0.1600,0
-1,34.4864,1.3932,0.2156,15.4821,0.3000,0
-1,54.1556,0.1998,0.1793,14.1334,0.0600,0
-1,48.2936,3.6039,0.1601,19.1633,0.0100,0
-1,47.7703,0.2051,0.1551,13.2617,0.0600,0
-1,35.6324,4.0431,0.1293,9.9416,0.1300,0
-1,51.4291,0.6788,0.1502,18.8639,0.1800,0
1,67.6738,1.7908,0.1705,16.2949,0.2900,0
-1,42.7667,0.4481,0.1961,13.5161,0.0300,0
-1,31.8354,4.3125,0.2379,13.1946,0.4700,0
1,61.2775,4.5400,0.1708,23.1747,0.0900,0
1,63.2442,3.8391,0.1515,20.2294,0.4800,0
1,47.7490,0.4229,0.1773,15.7472,0.0400,0
-1,34.0970,4.4212,0.1407,11.7219,0.1500,0
-1,34.9689,1.6894,0.1876,17.3474,0.1600,0
-1,55.1290,0.7828,0.2353,33.0205,0.4400,0
-1,30.2636,6.1131,0.2615,23.3023,0.5400,0
1,61.7758,0.2826,0.1556,27.3369,0.1900,0
1,38.5128,1.2554,0.1435,22.5465,0.2800,0
-1,28.3624,2.8925,0.2339,36.2441,0.3100,1
-1,24.9082,3.2559,0.2644,54.8767,0.1700,0
-1,44.3402,0.5885,0.2603,55.2887,0.0300,0
1,58.0941,0.6041,0.1785,22.0644,0.0300,0
-1,42.1301,1.8140,0.1879,17.2061,0.1500,0
1,53.1767,0.5193,0.1959,18.0793,0.0200,0
-1,52.8611,1.2183,0.1940,14.9307,0.2800,0
-1,48.0939,0.5390,0.2108,15.5994,0.1500,0
-1,53.4575,2.8948,0.2038,21.1674,0.3100,0
-1,38.6306,4.4705,0.2744,20.1064,0.0200,0
-1,45.2686,1.0051,0.2301,38.7684,0.2000,0
-1,59.9267,0.6956,0.2315,34.1983,0.1800,0
-1,50.2523,2.7312,0.1776,17.2257,0.0800,0
1,63.9020,0.9721,0.1948,16.1559,0.0300,0
1,51.9814,2.3144,0.1743,20.4551,0.0200,0
1,52.0115,1.8568,0.1802,18.0093,0.2400,0
1,62.9543,1.8378,0.1984,15.8016,0.2800,1
1,79.0441,3.2799,0.2043,25.7123,0.2800,0
1,47.9991,0.5723,0.2116,34.9125,0.2800,0
-1,31.5052,1.5559,0.3327,33.1384,0.5300,0
-1,46.7270,1.8907,0.3893,37.7059,0.3300,0
-1,48.1026,0.6990,0.3765,36.0208,0.0500,0
1,62.5706,3.1765,0.2318,22.9218,0.1200,0
1,63.6829,0.3392,0.2680,31.1867,0.1300,0
1,41.5787,1.3737,0.3006,28.8303,0.3800,0
-1,22.9714,9.3057,0.3897,17.1047,1.7800,0
-1,48.7533,1.2772,0.6045,28.4484,0.0800,0
1,62.8220,2.2605,0.4582,14.3589,0.0300,0
1,49.2613,1.0484,0.4854,15.0076,0.0200,1
1,76.3274,3.3028,0.4843,18.3400,0.5900,0
1,59.4363,1.2779,0.5416,23.5445,0.9000,0
1,47.9471,0.2925,0.3910,28.8146,0.1000,0
-1,30.5780,1.2287,0.2753,22.8064,0.3500,0
-1,28.8944,1.3832,0.3341,24.6025,0.2800,0
1,59.7605,1.1483,0.3741,23.9887,0.4300,0
1,50.6086,0.9992,0.3483,15.5148,0.0900,0
-1,34.6711,2.7185,0.2711,12.2046,0.5100,0
-1,45.8995,0.4604,0.2668,17.9850,0.1000,0
1,58.0535,2.5942,0.3185,13.3816,0.3300,1
1,69.7451,3.0696,0.3657,18.7659,0.8200,0
1,59.9702,0.9179,0.3887,24.8542,0.5700,0
1,53.3785,1.7510,0.5538,34.8208,0.6100,1
1,75.1088,1.5420,0.3643,14.2524,0.6900,0
1,57.6477,0.3506,0.4457,23.7583,0.1100,0
-1,35.8099,0.2546,0.2956,17.1266,0.0100,0
-1,56.3498,1.2929,0.2536,24.0590,0.3000,0
-1,57.0931,0.5821,0.2867,15.7255,0.3400,0
1,69.6366,4.5254,0.3091,17.7109,0.6900,0
1,38.9965,2.2875,0.3192,34.8361,0.3700,1
1,66.3058,0.5335,0.2711,26.3475,0.0200,0
1,47.4832,0.1984,0.2376,27.8437,0.1400,1
1,73.1789,2.8564,0.3090,25.8838,0.5000,0
1,54.9537,0.4627,0.2809,27.0143,0.1000,0
-1,34.6374,1.7657,0.2355,11.7228,0.1500,0
1,62.6876,1.8709,0.2092,12.5475,0.2600,0
1,41.8820,2.5915,0.2649,15.6340,0.6600,0
-1,44.4802,1.7318,0.3652,19.2385,0.3200,1
-1,32.2918,4.1030,0.5654,25.6930,0.2000,0
-1,57.1765,1.7239,0.5915,27.3125,0.3400,0
1,71.7565,1.3600,0.5797,24.7662,0.4000,0
1,59.4502,2.2003,0.6319,27.3627,0.2000,0
-1,31.1792,0.3149,0.4868,32.6600,0.0300,0
1,60.6996,2.5783,0.2497,13.3264,0.0900,0
1,63.6039,3.4054,0.1767,11.2792,0.1500,0
1,71.1693,2.2905,0.2678,26.5085,0.0400,0
1,41.9437,0.8535,0.2593,26.2610,0.2700,0
-1,26.7479,5.3883,0.2220,14.0074,0.3400,0
-1,47.1082,0.0843,0.2549,26.4300,0.0500,0
-1,54.3576,1.4338,0.2872,30.7960,0.2700,0
-1,51.9102,2.5499,0.3353,27.1501,0.1400,0
1,57.8777,1.8449,0.5197,39.4148,0.1200,0
1,55.3105,0.8856,0.6496,34.1121,0.0200,0
-1,35.8378,2.6160,0.5829,20.8999,0.4600,0
1,60.1772,1.4457,0.4553,18.4256,0.3700,1
1,62.5108,2.4700,0.5113,27.6471,0.2300,0
-1,32.1654,1.6814,0.2167,15.3972,0.1200,0
-1,45.1636,0.3227,0.2546,27.1853,0.1900,0
-1,32.7793,2.4743,0.2434,26.5381,0.3900,1
-1,27.5385,0.3590,0.2378,36.0944,0.0300,0
-1,46.3882,0.2556,0.2452,42.5179,0.1200,0
1,62.3552,3.0652,0.1538,14.9512,0.0500,1
1,66.6792,1.1679,0.2157,14.4832,0.2300,0
1,64.3267,1.3277,0.2782,22.1388,0.4600,0
1,42.0796,0.9765,0.2281,17.7050,0.1400,1
1,70.9308,1.4796,0.2238,16.2787,0.6800,1
1,71.9898,2.2214,0.3321,32.1271,0.2300,0
1,51.3040,2.2192,0.2994,38.8146,0.2400,0
1,59.9725,1.2481,0.3217,31.7714,0.5100,0
1,46.0205,0.8930,0.4070,29.7867,0.0900,0
-1,46.2362,0.5758,0.5042,21.8459,0.0500,0
-1,53.2080,0.9976,0.5116,23.7344,0.5300,0
1,75.1554,2.2309,0.2486,27.5036,0.6700,0
1,89.9281,7.9636,0.4969,32.5454,1.7200,0
1,88.1060,4.5654,0.6017,39.4450,1.0500,0
-1,42.2192,0.4417,0.3338,39.0007,0.1000,0
-1,54.4708,1.5533,0.3448,19.5564,0.1300,1
-1,31.8822,1.5236,0.2940,13.2851,0.0600,0
1,66.0262,3.3698,0.3206,23.6755,0.2700,1
1,67.4330,0.8067,0.2576,38.1102,0.1600,0
1,72.8381,3.2833,0.3429,36.2127,0.8800,0
1,79.1874,6.1146,0.4282,45.4342,0.7600,0
1,49.3105,0.7404,0.5420,58.8848,0.5900,0
-1,33.7718,0.3297,0.5535,32.9858,0.3700,1
-1,32.3548,0.4597,0.3215,32.5850,0.0800,0
1,66.8809,0.7143,0.1452,15.2375,0.1800,0
1,41.2544,0.9594,0.1659,19.6213,0.0600,0
-1,33.1562,3.0321,0.1973,20.8072,0.3200,0
-1,31.3540,0.9564,0.1700,32.1319,0.2300,0
-1,22.4554,1.2232,0.1961,38.6531,0.1400,0
-1,43.3197,0.3320,0.1414,45.2190,0.0600,0
-1,39.6137,1.1604,0.1563,32.9176,0.1700,0
-1,26.0209,3.3055,0.1630,32.3217,0.3900,0
1,62.4755,0.6470,0.1230,25.8262,0.1000,0
1,45.0117,0.7021,0.1315,21.9707,0.0900,1
1,71.5634,0.9763,0.1431,21.9062,0.0300,0
1,44.8300,1.0236,0.1379,19.8534,0.1900,0
-1,44.3122,1.0170,0.1561,18.9801,0.1100,0
1,64.5066,0.6303,0.1254,22.8135,0.0600,0
-1,43.3472,1.6149,0.1019,13.2006,0.0700,0
1,56.8237,0.6788,0.0894,12.4255,0.0001,0
1,40.8710,1.5268,0.1003,13.4736,0.1100,0
1,61.7875,1.7807,0.1090,11.7206,0.0500,0
1,44.8989,0.5006,0.1060,16.3776,0.0200,1
1,69.2741,1.2782,0.1096,20.3634,0.0200,0
1,75.7681,3.4456,0.1529,30.9669,0.5000,0
1,66.1048,1.6975,0.1887,37.8076,0.1100,0
-1,60.8292,3.8237,0.1989,20.7705,0.3000,0
1,73.6135,2.4298,0.2522,22.9182,0.3100,0
1,44.1490,2.0142,0.2535,27.0450,0.1300,1
1,72.4142,3.5180,0.1599,19.6915,0.1300,0
1,46.5516,0.2121,0.1688,27.1466,0.0800,0
-1,36.4368,1.8212,0.0995,14.7846,0.0500,0
-1,55.2525,1.7085,0.1065,14.7422,0.1100,0
1,49.6869,1.3878,0.1268,17.9222,0.1100,0
-1,27.7447,2.5345,0.1593,12.3784,0.4500,0
-1,24.0681,3.4478,0.2410,23.5310,0.2500,0
-1,52.2421,0.6028,0.1884,24.8027,0.1100,0
1,43.1723,2.2689,0.1781,16.2795,0.2100,1
1,77.2954,4.7675,0.2077,17.5318,0.7200,0
1,45.0054,3.9768,0.2660,34.6322,0.4900,1
1,73.5675,4.2835,0.2033,13.5041,0.3400,0
1,78.9917,3.3774,0.3023,33.0550,0.7000,0
1,88.4026,4.8160,0.3839,49.1148,0.9800,0
1,75.3747,2.8466,0.5425,58.0042,0.6700,0
1,81.3973,4.0629,0.5844,60.9040,0.4600,0
1,77.3775,7.7674,0.3736,14.5942,1.5400,0
1,50.6770,0.4222,0.3878,42.8649,0.4800,0
-1,32.4900,1.8139,0.3460,17.0549,0.1700,0
1,57.2670,0.8719,0.2148,22.1035,0.1400,0
1,51.9288,0.7389,0.2129,24.9042,0.0600,0
1,58.0538,3.0374,0.2002,20.0302,0.0600,0
1,60.2475,2.2839,0.2592,20.4419,0.0900,0
1,53.5640,1.2540,0.3097,17.4829,0.2100,1
1,76.2858,4.9457,0.3376,15.7675,0.8700,0
1,50.1121,2.5374,0.4188,21.1218,0.8600,0
-1,39.8060,1.1276,0.6348,15.6532,0.7800,0
1,55.7479,0.8706,0.5357,15.4112,0.0300,0
-1,41.0203,0.3825,0.4460,12.7919,0.1500,0
1,58.2321,0.8839,0.3071,15.2442,0.0300,1
1,67.9795,1.7006,0.3385,19.3612,0.1500,0
1,50.1992,0.4542,0.3718,25.1269,0.0700,1
1,70.4429,2.9188,0.3901,26.2965,0.3800,0
1,53.9315,1.3077,0.5144,34.8002,0.1100,0
-1,38.3698,2.0238,0.4600,24.3887,0.3200,0
1,60.1495,2.2785,0.3433,16.1102,0.5400,0
-1,43.1423,0.7440,0.3989,14.8931,0.1200,0
-1,50.5856,1.9068,0.5336,15.5825,0.4400,1
-1,26.8473,0.5627,0.3126,29.9108,0.0500,0
-1,39.9179,0.4177,0.2847,47.3074,0.0200,0
-1,47.6229,0.3603,0.2472,40.8767,0.3600,0
1,57.1392,1.4531,0.2789,32.0588,0.2400,0
1,59.7093,2.3781,0.2151,24.7821,0.1300,0
1,55.4720,0.2694,0.2777,21.2110,0.0400,0
-1,37.2153,4.8877,0.2979,21.5453,0.5900,0
-1,44.9324,1.0320,0.2194,31.5675,0.0100,0
-1,37.7547,1.6750,0.2339,19.4963,0.2000,0
1,63.6888,5.5379,0.2793,21.5136,0.4800,0
1,54.4281,2.3256,0.3246,23.3227,0.5000,0
1,50.0867,2.3319,0.3503,24.9187,0.2400,1
1,69.4004,1.6549,0.3973,18.7835,0.3900,0
-1,40.5591,0.9941,0.4336,15.8038,0.1700,0
1,59.9667,0.9681,0.3486,13.0195,0.3800,0
1,46.5817,0.2944,0.2762,20.3758,0.2100,0
-1,37.6062,1.6492,0.2568,18.8216,0.0400,0
-1,52.0639,0.6804,0.2671,20.6212,0.3500,0
1,62.1524,0.7916,0.2167,12.0586,0.2300,0
1,52.0362,2.0829,0.2040,25.3394,0.1500,0
-1,35.5666,1.9461,0.2475,23.3107,0.4300,0
-1,54.2034,3.3591,0.2840,23.2325,0.4000,1
-1,29.0913,1.3170,0.2578,20.5990,0.3200,0
1,57.0605,0.8832,0.2446,17.0770,0.1400,0
1,59.3330,5.1221,0.2345,14.7735,0.2500,0
1,54.2446,0.3614,0.2027,26.9937,0.0600,0
-1,40.2011,2.5007,0.2118,21.9551,0.0800,1
-1,34.6943,2.2387,0.2037,38.3226,0.1100,0
-1,59.6119,0.7747,0.2023,36.9493,0.2600,0
1,57.1135,0.3685,0.1689,14.9838,0.0500,0
-1,40.0639,2.2222,0.1580,18.3632,0.2100,0
-1,44.0005,2.7396,0.2199,24.8149,0.0600,0
-1,33.0444,5.0750,0.2509,22.7133,0.5900,0
-1,18.2923,5.6653,0.3941,27.0985,0.3800,1
-1,19.5092,3.8021,0.5629,50.2205,0.9500,1
-1,27.9104,0.9594,0.4496,66.6981,0.1700,0
1,72.3271,1.1249,0.3258,38.0691,0.7800,0
1,72.5182,2.5263,0.3800,37.1899,0.8400,0
1,53.6867,2.2815,0.4374,40.4875,0.6100,0
-1,36.2498,1.8248,0.2909,14.5115,0.6000,0
-1,55.9677,0.5765,0.2883,17.3831,0.0900,0
1,59.9299,1.1779,0.2962,14.9617,0.0800,0
-1,41.1763,0.4915,0.2280,18.4169,0.0300,0
1,59.4820,1.3175,0.2073,19.3487,0.3000,0
1,45.4763,3.6476,0.2173,17.4498,0.1300,0
1,73.4777,2.7237,0.2176,14.8774,0.6600,0
1,50.9688,0.9614,0.3161,27.7270,0.1400,0
-1,35.4444,3.0052,0.3184,23.8359,0.0900,1
-1,23.6310,2.6138,0.3217,24.1249,0.3500,0
-1,50.6554,0.9157,0.3591,31.7016,0.5300,0
1,69.0712,2.2183,0.3073,23.1862,0.1100,0
-1,36.9675,1.0177,0.1691,24.6949,0.0300,0
-1,32.2333,2.8486,0.1735,21.8746,0.0900,1
-1,22.5437,1.4153,0.1948,33.6533,0.1000,0
-1,22.9848,3.5548,0.2969,41.2367,0.1700,0
-1,16.2641,1.3011,0.3439,46.6070,0.5300,0
-1,47.6127,1.9118,0.4938,55.0041,0.8900,0
-1,54.9395,0.4564,0.4214,36.7920,0.2700,0
1,61.0730,1.2062,0.3815,24.7227,0.3100,1
1,67.0003,1.2744,0.2272,14.9601,0.1900,0
1,42.2284,0.8016,0.2090,18.2835,0.1700,0
1,40.9651,0.8432,0.2090,17.5114,0.4500,0
-1,41.2087,2.7897,0.2535,14.0680,0.2600,0
-1,54.2938,1.3258,0.2643,15.0627,0.2200,0
-1,57.4758,0.4280,0.2534,22.8536,0.1100,0
1,73.9137,8.0983,0.3009,18.8208,0.8100,0
1,60.3638,1.6203,0.2767,26.4366,0.0200,0
-1,35.6109,0.3363,0.2285,20.1487,0.2400,0
-1,55.6723,0.7815,0.2432,26.5546,0.3000,0
-1,39.3494,2.3488,0.2829,13.0387,0.5300,0
-1,51.1844,1.4893,0.3417,13.5973,0.5300,0
-1,54.8320,1.5508,0.5304,14.5120,0.3900,0
1,72.1664,1.1845,0.2358,16.4595,0.4300,0
1,73.5641,5.0215,0.2995,30.0343,0.5800,0
-1,37.5668,0.4918,0.1300,23.9739,0.0800,0
-1,52.3323,1.4927,0.1401,15.2061,0.1000,0
-1,40.1487,1.1089,0.1238,18.9759,0.0900,0
-1,41.2078,0.5012,0.1136,23.9990,0.0200,0
-1,55.8003,0.8069,0.1062,23.5961,0.0300,0
1,58.0166,6.6499,0.1069,21.7642,0.0700,0
1,41.6645,0.8549,0.1214,20.0477,0.1600,0
1,63.9416,0.9749,0.0973,13.9671,0.1700,0
1,45.7799,0.5676,0.1007,11.5736,0.0300,0
1,63.8637,2.9585,0.1242,14.2890,0.2800,0
1,41.2835,2.2161,0.1469,20.5497,0.2000,0
-1,30.3993,3.8650,0.1697,19.0929,0.2200,0
-1,29.3341,1.0984,0.2172,23.6307,0.2000,0
1,72.8542,11.0333,0.1164,20.4807,0.1600,0
1,49.6187,2.4826,0.1390,30.7935,0.2200,0
-1,41.9299,0.9234,0.1312,19.7112,0.1400,0
-1,45.2133,0.6444,0.1193,21.9671,0.0300,0
-1,10.0811,11.3117,0.2943,24.8167,0.9100,0
-1,6.2859,6.3096,0.4571,33.0239,0.9700,0
1,62.5983,3.7174,0.2645,31.9609,0.5900,0
1,66.6688,2.2195,0.2996,27.2177,0.4100,0
-1,32.7063,4.2991,0.1546,19.0389,0.0500,0
-1,31.7554,1.2575,0.1609,24.4102,0.1500,1
-1,23.6343,2.1878,0.2262,37.8995,0.3500,0
-1,48.7893,0.7713,0.2479,47.0970,0.0200,0
-1,52.0843,0.7365,0.2276,46.4868,0.1200,0
1,62.1262,2.9982,0.2106,29.6624,0.2300,0
1,43.1039,0.4081,0.2107,29.2783,0.0300,0
1,58.6147,0.9845,0.2123,19.3181,0.1400,0
-1,29.7551,3.5934,0.1579,13.5195,0.3800,0
-1,37.5271,2.0786,0.1956,25.5675,0.0200,0
-1,40.6474,1.3575,0.2042,38.2574,0.1900,0
1,51.2144,0.5803,0.1708,31.0031,0.0300,0
-1,38.2171,2.8007,0.1797,25.7137,0.1700,0
-1,24.3084,8.0643,0.2481,28.2013,0.3900,0
-1,16.5477,2.6164,0.2910,33.9633,0.4400,0
-1,52.2334,5.2286,0.4648,48.0435,0.3600,0
-1,54.7000,0.2687,0.4724,44.0750,0.1600,0
-1,51.4833,0.8780,0.3818,19.1584,0.3000,0
1,62.5891,1.7911,0.3076,10.5956,0.4500,0
-1,26.1906,2.6067,0.2694,21.2026,0.5400,0
-1,25.9241,2.8771,0.3676,31.5249,0.0900,0
-1,50.0628,0.6845,0.4001,37.9411,0.0700,0
-1,59.1820,1.7879,0.2662,20.8980,0.2600,0
1,90.3867,16.1657,0.6126,14.4638,4.6700,0
1,78.4623,2.0563,0.8717,28.4395,0.4500,0
1,56.0492,0.4421,1.1952,36.1561,0.8100,0
-1,25.2106,2.8512,0.4836,38.5724,0.4400,0
-1,53.8807,0.7295,0.4315,38.7102,0.3800,0
1,66.0795,1.8995,0.2702,20.5904,0.1400,1
1,71.8399,1.0749,0.2806,32.0628,0.0600,1
1,72.4735,0.5178,0.2258,26.9167,0.0400,0
1,56.6798,1.1529,0.2366,17.6006,0.1400,1
1,68.2578,2.5483,0.2251,28.6643,0.2400,0
1,77.9433,3.5962,0.2407,31.2234,0.5500,0
-1,37.5138,4.1519,0.1779,27.7898,0.3000,0
-1,50.2611,1.5841,0.2108,21.4334,0.3500,0
-1,61.6813,2.5533,0.2707,20.7402,0.4800,0
1,70.3745,4.4589,0.1828,27.9496,0.2700,0
1,66.9883,0.5399,0.2332,35.5031,0.0700,0
1,46.6111,1.4029,0.2967,34.4270,0.4900,0
-1,42.4669,1.5793,0.3206,23.0787,0.0400,1
-1,21.5099,1.4518,0.3454,24.9855,0.2700,0
-1,60.8919,3.9432,0.2915,25.5500,0.3800,1
-1,33.6659,2.5170,0.2457,15.1739,0.2800,0
-1,49.0635,0.6948,0.1827,23.5958,0.0500,0
